11	4953773	-4.22513927284952	4.62197831854582
11	5320654	-3.90900159322817	4.03302169343706
11	5626855	-4.03702287383222	4.26653154571382
11	48200771	-3.99830953903227	4.19520324071582
11	55091268	-4.02099738651118	4.23692971256671
11	55944198	-4.1310177273027	4.442299482355
11	56104400	-4.05116291121187	4.29273898731623
11	56420484	-4.46004390183921	5.08648885099833
11	56452440	-4.02923537425711	4.25213340602194
11	56652607	-4.45983390423342	5.08606332403088
11	56655786	-4.85559709677649	5.92073000936131
11	56658043	-4.44568130531048	5.05742771704587
11	56660661	-4.98225130852632	6.20170344454685
11	56665732	-4.87279744312286	5.95849275773286
11	73714650	-4.00287736473301	4.2035870443477
11	118428668	4.18752547385692	4.54973183193687
