11	4953773	-3.94169823673165	4.09201536912865
11	5320654	-4.07631485796452	4.33956092363028
11	5626855	-4.68713339997075	5.55742870269508
11	36201680	4.42355848966881	5.01283296339304
11	38590019	4.01615438872067	4.2280047936837
11	55091268	-4.44823420142525	5.06258693326817
11	56652607	-4.21062775339318	4.59403574508013
11	56655786	-4.08378134319412	4.35351073921868
11	56660661	-4.20052660577298	4.57463719798331
11	56665732	-3.91087123269893	4.03638312062882
11	90079632	4.08889067264479	4.36306994504606
11	90364187	3.92973029072392	4.07037064178407
11	94038309	3.95584723899824	4.11768107697278
11	94679494	-4.05930201822175	4.30786175096533
11	110703667	4.07301924356785	4.33341099998637
